Date,Store ID,Product ID,Units Sold,Price,Discount,Weather Condition,Holiday/Promotion
2022-12-25,S005,P0005,105,48.6,5,Snowy,0
2022-12-25,S005,P0006,124,40.44,5,Snowy,0
2022-12-25,S005,P0007,223,74.35,10,Snowy,0
2022-12-25,S005,P0008,98,12.87,0,Rainy,0
2022-12-25,S005,P0009,169,50.22,0,Rainy,1
2022-12-25,S005,P0010,221,44.8,15,Snowy,1
2022-12-25,S005,P0011,23,81.24,0,Sunny,1
2022-12-25,S005,P0012,92,13.79,15,Cloudy,1
2022-12-25,S005,P0013,166,44,10,Snowy,0
2022-12-25,S005,P0014,4,72.43,15,Sunny,0
2022-12-25,S005,P0015,47,28.1,10,Cloudy,0
2022-12-25,S005,P0016,35,25.45,5,Rainy,0
2022-12-25,S005,P0017,90,68.15,5,Cloudy,1
2022-12-25,S005,P0018,63,13.46,15,Sunny,1
2022-12-25,S005,P0019,95,49.99,0,Rainy,0
2022-12-25,S005,P0020,95,60.1,15,Snowy,1
2022-12-26,S001,P0001,51,72.37,5,Cloudy,1
2022-12-26,S001,P0002,69,80.93,10,Cloudy,0
2022-12-26,S001,P0003,10,23.28,15,Rainy,1
2022-12-26,S001,P0004,14,36.51,10,Cloudy,1
2022-12-26,S001,P0005,169,42.29,0,Sunny,0
2022-12-26,S001,P0006,41,78.27,0,Cloudy,0
2022-12-26,S001,P0007,427,33.11,5,Snowy,1
2022-12-26,S001,P0008,50,91.86,0,Rainy,0
2022-12-26,S001,P0009,120,15.75,0,Snowy,1
2022-12-26,S001,P0010,139,72.99,10,Cloudy,0
2022-12-26,S001,P0011,19,42.23,0,Cloudy,1
2022-12-26,S001,P0012,1,34.11,10,Cloudy,1
2022-12-26,S001,P0013,5,30.87,10,Sunny,1
2022-12-26,S001,P0014,322,21.64,15,Snowy,0
2022-12-26,S001,P0015,271,79.62,5,Rainy,1
2022-12-26,S001,P0016,127,23.32,0,Cloudy,1
2022-12-26,S001,P0017,125,88.53,10,Snowy,1
2022-12-26,S001,P0018,241,78.2,20,Sunny,1
2022-12-26,S001,P0019,13,22.23,15,Rainy,0
2022-12-26,S001,P0020,75,53.27,15,Snowy,0
2022-12-26,S002,P0001,402,85.26,20,Snowy,1
2022-12-26,S002,P0002,138,24.1,15,Sunny,0
2022-12-26,S002,P0003,263,58.71,10,Snowy,1
2022-12-26,S002,P0004,231,78.55,5,Sunny,1
2022-12-26,S002,P0005,218,23.52,15,Sunny,0
2022-12-26,S002,P0006,380,83.58,5,Rainy,1
2022-12-26,S002,P0007,279,71.34,0,Cloudy,1
2022-12-26,S002,P0008,208,90.69,5,Sunny,1
2022-12-26,S002,P0009,209,54.8,5,Rainy,1
2022-12-26,S002,P0010,74,16.37,15,Rainy,1
2022-12-26,S002,P0011,30,65.35,5,Rainy,0
2022-12-26,S002,P0012,94,95.23,0,Rainy,1
2022-12-26,S002,P0013,99,90.19,10,Rainy,0
2022-12-26,S002,P0014,35,85.27,20,Snowy,1
2022-12-26,S002,P0015,180,52.21,20,Snowy,0
2022-12-26,S002,P0016,67,73.06,10,Rainy,0
2022-12-26,S002,P0017,377,89.68,20,Sunny,0
2022-12-26,S002,P0018,343,24.27,10,Snowy,0
2022-12-26,S002,P0019,285,70.09,15,Snowy,1
2022-12-26,S002,P0020,157,76.89,0,Snowy,0
2022-12-26,S003,P0001,371,98.83,10,Cloudy,1
2022-12-26,S003,P0002,166,13.75,0,Snowy,0
2022-12-26,S003,P0003,220,80.12,5,Snowy,0
2022-12-26,S003,P0004,24,96.98,20,Rainy,0
2022-12-26,S003,P0005,248,12.07,0,Rainy,0
2022-12-26,S003,P0006,3,31.13,10,Rainy,0
2022-12-26,S003,P0007,485,89.05,5,Cloudy,0
2022-12-26,S003,P0008,117,70.95,15,Cloudy,0
2022-12-26,S003,P0009,34,53.37,20,Cloudy,1
2022-12-26,S003,P0010,144,29.06,10,Rainy,1
2022-12-26,S003,P0011,97,65.57,10,Sunny,1
2022-12-26,S003,P0012,12,33.52,5,Sunny,0
2022-12-26,S003,P0013,16,75.34,20,Snowy,1
2022-12-26,S003,P0014,10,21.97,5,Snowy,1
2022-12-26,S003,P0015,207,58.89,5,Sunny,1
2022-12-26,S003,P0016,77,77.2,10,Cloudy,1
2022-12-26,S003,P0017,245,24.12,5,Snowy,1
2022-12-26,S003,P0018,44,93.99,20,Snowy,0
2022-12-26,S003,P0019,51,36.93,15,Sunny,1
2022-12-26,S003,P0020,76,76.72,10,Sunny,1
2022-12-26,S004,P0001,82,27.17,10,Snowy,0
2022-12-26,S004,P0002,242,13.46,0,Snowy,1
2022-12-26,S004,P0003,95,91.33,20,Cloudy,1
2022-12-26,S004,P0004,254,15.93,10,Cloudy,1
2022-12-26,S004,P0005,70,28.79,10,Rainy,1
2022-12-26,S004,P0006,4,16.59,10,Sunny,0
2022-12-26,S004,P0007,28,29.4,10,Rainy,1
2022-12-26,S004,P0008,229,20.79,0,Sunny,0
2022-12-26,S004,P0009,157,17.91,0,Rainy,0
2022-12-26,S004,P0010,125,78.94,5,Snowy,0
2022-12-26,S004,P0011,126,39.57,20,Cloudy,1
2022-12-26,S004,P0012,210,94.74,20,Sunny,0
2022-12-26,S004,P0013,97,20.74,0,Cloudy,1
2022-12-26,S004,P0014,188,46.56,20,Snowy,0
2022-12-26,S004,P0015,111,44.96,5,Snowy,0
2022-12-26,S004,P0016,330,71.82,5,Cloudy,0
2022-12-26,S004,P0017,164,67.3,20,Snowy,1
2022-12-26,S004,P0018,224,22.6,0,Sunny,1
2022-12-26,S004,P0019,4,67.46,20,Sunny,1
2022-12-26,S004,P0020,265,69.07,20,Cloudy,0
2022-12-26,S005,P0001,64,26.23,15,Cloudy,0
2022-12-26,S005,P0002,77,47.3,15,Cloudy,0
2022-12-26,S005,P0003,13,29.86,15,Sunny,0
2022-12-26,S005,P0004,84,77.07,0,Rainy,0
2022-12-26,S005,P0005,200,49.27,20,Cloudy,0
2022-12-26,S005,P0006,213,61.18,20,Snowy,0
2022-12-26,S005,P0007,214,69.54,15,Rainy,1
2022-12-26,S005,P0008,40,68.86,20,Cloudy,1
2022-12-26,S005,P0009,173,46.59,5,Snowy,1
2022-12-26,S005,P0010,305,36.85,10,Snowy,1
2022-12-26,S005,P0011,81,59.3,10,Snowy,1
2022-12-26,S005,P0012,74,61.95,10,Rainy,0
2022-12-26,S005,P0013,42,28.3,15,Cloudy,0
2022-12-26,S005,P0014,13,35.76,10,Snowy,0
2022-12-26,S005,P0015,97,68.95,20,Rainy,1
2022-12-26,S005,P0016,119,44.15,20,Cloudy,1
2022-12-26,S005,P0017,278,21.51,10,Cloudy,0
2022-12-26,S005,P0018,56,67.12,5,Cloudy,1
2022-12-26,S005,P0019,56,64.53,20,Sunny,1
2022-12-26,S005,P0020,117,24.58,10,Cloudy,1
2022-12-27,S001,P0001,164,25.15,0,Cloudy,0
2022-12-27,S001,P0002,139,40.33,15,Rainy,1
2022-12-27,S001,P0003,3,13.05,10,Rainy,0
2022-12-27,S001,P0004,10,75.39,10,Rainy,0
2022-12-27,S001,P0005,69,67.34,10,Sunny,0
2022-12-27,S001,P0006,243,44.19,0,Sunny,0
2022-12-27,S001,P0007,277,84.72,15,Snowy,1
2022-12-27,S001,P0008,1,25.71,15,Rainy,1
2022-12-27,S001,P0009,202,21.06,0,Cloudy,1
2022-12-27,S001,P0010,59,43.06,0,Sunny,0
2022-12-27,S001,P0011,194,61.22,5,Snowy,0
2022-12-27,S001,P0012,56,60.03,10,Cloudy,0
2022-12-27,S001,P0013,26,51.39,10,Sunny,1
2022-12-27,S001,P0014,353,90.08,5,Sunny,0
2022-12-27,S001,P0015,16,50.63,10,Snowy,1
2022-12-27,S001,P0016,97,45.3,10,Cloudy,0
2022-12-27,S001,P0017,164,61.4,15,Snowy,1
2022-12-27,S001,P0018,7,46.93,15,Snowy,0
2022-12-27,S001,P0019,54,68.78,5,Snowy,0
2022-12-27,S001,P0020,43,56.31,20,Snowy,1
2022-12-27,S002,P0001,63,71.78,20,Cloudy,0
2022-12-27,S002,P0002,9,23.08,15,Snowy,1
2022-12-27,S002,P0003,12,35.83,10,Snowy,0
2022-12-27,S002,P0004,394,39.21,10,Cloudy,1
2022-12-27,S002,P0005,93,99.41,0,Sunny,1
2022-12-27,S002,P0006,141,43.75,0,Sunny,1
2022-12-27,S002,P0007,44,32.86,0,Snowy,1
2022-12-27,S002,P0008,55,42.24,0,Sunny,0
2022-12-27,S002,P0009,131,57.33,20,Snowy,0
2022-12-27,S002,P0010,96,34.01,0,Snowy,1
2022-12-27,S002,P0011,72,65.25,10,Sunny,1
2022-12-27,S002,P0012,401,40.72,10,Cloudy,1
2022-12-27,S002,P0013,359,47.77,20,Cloudy,1
2022-12-27,S002,P0014,158,35.37,15,Rainy,0
2022-12-27,S002,P0015,84,23.15,20,Rainy,0
2022-12-27,S002,P0016,73,19.99,20,Sunny,0
2022-12-27,S002,P0017,55,43.73,0,Snowy,0
2022-12-27,S002,P0018,449,59.68,0,Snowy,0
2022-12-27,S002,P0019,117,74.54,5,Sunny,1
2022-12-27,S002,P0020,195,78.67,0,Cloudy,1
2022-12-27,S003,P0001,368,39.21,5,Sunny,1
2022-12-27,S003,P0002,43,81.92,0,Sunny,0
2022-12-27,S003,P0003,146,30.33,5,Cloudy,0
2022-12-27,S003,P0004,58,78.86,10,Snowy,1
2022-12-27,S003,P0005,227,74.43,5,Snowy,1
2022-12-27,S003,P0006,115,39.81,20,Rainy,1
2022-12-27,S003,P0007,144,49.56,15,Snowy,0
2022-12-27,S003,P0008,10,41.45,20,Cloudy,1
2022-12-27,S003,P0009,106,85.17,20,Rainy,1
2022-12-27,S003,P0010,8,18.51,5,Rainy,1
2022-12-27,S003,P0011,29,76.74,15,Snowy,1
2022-12-27,S003,P0012,246,55.42,0,Cloudy,1
2022-12-27,S003,P0013,104,76.63,0,Rainy,0
2022-12-27,S003,P0014,150,44,5,Sunny,0
2022-12-27,S003,P0015,28,57.77,20,Snowy,1
2022-12-27,S003,P0016,10,49.69,15,Rainy,1
2022-12-27,S003,P0017,78,95.74,0,Sunny,1
2022-12-27,S003,P0018,221,50.79,5,Snowy,0
2022-12-27,S003,P0019,124,36.45,5,Snowy,0
2022-12-27,S003,P0020,150,71.38,10,Rainy,0
2022-12-27,S004,P0001,237,11.68,0,Sunny,0
2022-12-27,S004,P0002,52,75.64,15,Cloudy,0
2022-12-27,S004,P0003,38,60.37,0,Sunny,0
2022-12-27,S004,P0004,167,23.56,5,Snowy,0
2022-12-27,S004,P0005,20,57.09,20,Cloudy,1
2022-12-27,S004,P0006,272,53.36,15,Sunny,0
2022-12-27,S004,P0007,32,42.94,20,Rainy,1
2022-12-27,S004,P0008,215,95.58,15,Sunny,0
2022-12-27,S004,P0009,129,84.99,20,Snowy,1
2022-12-27,S004,P0010,9,57.04,10,Sunny,1
2022-12-27,S004,P0011,38,92.03,10,Cloudy,1
2022-12-27,S004,P0012,80,41.31,5,Snowy,1
2022-12-27,S004,P0013,290,66.7,15,Cloudy,0
2022-12-27,S004,P0014,277,57.14,5,Snowy,0
2022-12-27,S004,P0015,165,23.83,15,Snowy,1
2022-12-27,S004,P0016,68,20.5,15,Sunny,1
2022-12-27,S004,P0017,74,57.94,0,Cloudy,1
2022-12-27,S004,P0018,14,65.16,15,Snowy,0
2022-12-27,S004,P0019,98,19.81,15,Sunny,0
2022-12-27,S004,P0020,52,76.81,10,Rainy,0
2022-12-27,S005,P0001,55,31.95,10,Sunny,0
2022-12-27,S005,P0002,175,58.14,20,Snowy,1
2022-12-27,S005,P0003,96,97.43,0,Rainy,0
2022-12-27,S005,P0004,403,52.71,15,Rainy,0
2022-12-27,S005,P0005,161,33.46,20,Cloudy,0
2022-12-27,S005,P0006,98,49.39,0,Snowy,1
2022-12-27,S005,P0007,126,15.65,15,Snowy,1
2022-12-27,S005,P0008,50,53.24,0,Snowy,1
2022-12-27,S005,P0009,262,33.66,20,Rainy,1
2022-12-27,S005,P0010,35,28.98,0,Cloudy,0
2022-12-27,S005,P0011,10,46.63,15,Sunny,1
2022-12-27,S005,P0012,154,68.7,0,Cloudy,1
2022-12-27,S005,P0013,136,21.01,0,Sunny,1
2022-12-27,S005,P0014,86,99.58,15,Rainy,1
2022-12-27,S005,P0015,49,59.82,15,Rainy,0
2022-12-27,S005,P0016,106,72.12,0,Snowy,0
2022-12-27,S005,P0017,22,44.28,20,Cloudy,1
2022-12-27,S005,P0018,246,44.16,20,Rainy,0
2022-12-27,S005,P0019,30,50.78,20,Sunny,0
2022-12-27,S005,P0020,59,77.11,10,Sunny,1
2022-12-28,S001,P0001,48,74.05,20,Snowy,0
2022-12-28,S001,P0002,51,14.13,0,Sunny,1
2022-12-28,S001,P0003,18,49,10,Snowy,0
2022-12-28,S001,P0004,8,18.1,5,Rainy,0
2022-12-28,S001,P0005,292,47.59,0,Rainy,1
2022-12-28,S001,P0006,62,12.03,0,Rainy,0
2022-12-28,S001,P0007,263,35.44,5,Cloudy,1
2022-12-28,S001,P0008,56,59.88,5,Rainy,1
2022-12-28,S001,P0009,109,57.52,20,Rainy,1
2022-12-28,S001,P0010,74,31.55,20,Snowy,1
2022-12-28,S001,P0011,345,12.02,5,Snowy,1
2022-12-28,S001,P0012,4,79.05,0,Sunny,1
2022-12-28,S001,P0013,141,33,10,Rainy,1
2022-12-28,S001,P0014,236,19.49,10,Rainy,0
2022-12-28,S001,P0015,26,79.29,20,Sunny,0
2022-12-28,S001,P0016,21,36.47,15,Cloudy,1
2022-12-28,S001,P0017,107,46.24,10,Cloudy,0
2022-12-28,S001,P0018,31,82.13,0,Sunny,1
2022-12-28,S001,P0019,109,97.77,10,Sunny,1
2022-12-28,S001,P0020,158,38.49,20,Snowy,1
2022-12-28,S002,P0001,87,93.12,5,Cloudy,0
2022-12-28,S002,P0002,209,20.59,5,Cloudy,0
2022-12-28,S002,P0003,29,95.27,5,Rainy,0
2022-12-28,S002,P0004,66,74.54,0,Snowy,1
2022-12-28,S002,P0005,66,26.74,20,Snowy,0
2022-12-28,S002,P0006,5,57.29,5,Cloudy,0
2022-12-28,S002,P0007,2,17.42,10,Rainy,1
2022-12-28,S002,P0008,166,62.94,10,Rainy,1
2022-12-28,S002,P0009,143,28.28,0,Sunny,0
2022-12-28,S002,P0010,160,72.47,10,Sunny,0
2022-12-28,S002,P0011,26,96.09,15,Snowy,1
2022-12-28,S002,P0012,343,68.27,20,Cloudy,1
2022-12-28,S002,P0013,194,58.29,15,Snowy,0
2022-12-28,S002,P0014,176,39.86,10,Snowy,1
2022-12-28,S002,P0015,31,47.05,5,Cloudy,0
2022-12-28,S002,P0016,49,55.59,5,Rainy,0
2022-12-28,S002,P0017,86,74.14,10,Rainy,1
2022-12-28,S002,P0018,180,93.05,20,Rainy,0
2022-12-28,S002,P0019,30,12.88,10,Cloudy,0
2022-12-28,S002,P0020,10,37.99,20,Snowy,0
2022-12-28,S003,P0001,49,59,0,Cloudy,1
2022-12-28,S003,P0002,8,96.47,5,Rainy,0
2022-12-28,S003,P0003,247,29.04,20,Rainy,0
2022-12-28,S003,P0004,216,35.18,20,Sunny,1
2022-12-28,S003,P0005,339,92.07,20,Sunny,0
2022-12-28,S003,P0006,120,33.25,15,Cloudy,0
2022-12-28,S003,P0007,16,36.93,20,Snowy,1
2022-12-28,S003,P0008,209,96.49,0,Rainy,1
2022-12-28,S003,P0009,244,33.02,20,Cloudy,0
2022-12-28,S003,P0010,27,98.08,5,Cloudy,0
2022-12-28,S003,P0011,193,75.95,20,Cloudy,1
2022-12-28,S003,P0012,24,80.74,10,Cloudy,0
2022-12-28,S003,P0013,314,71.27,0,Sunny,0
2022-12-28,S003,P0014,111,30.7,20,Sunny,0
2022-12-28,S003,P0015,4,32.1,5,Sunny,1
2022-12-28,S003,P0016,35,37.04,5,Cloudy,1
2022-12-28,S003,P0017,41,86.16,0,Snowy,0
2022-12-28,S003,P0018,72,69.58,20,Sunny,1
2022-12-28,S003,P0019,24,99.81,5,Sunny,1
2022-12-28,S003,P0020,107,33.37,10,Snowy,1
2022-12-28,S004,P0001,28,79.42,0,Snowy,0
2022-12-28,S004,P0002,125,36.56,10,Cloudy,0
2022-12-28,S004,P0003,386,76.27,15,Sunny,1
2022-12-28,S004,P0004,271,89.03,10,Sunny,0
2022-12-28,S004,P0005,13,74.45,10,Sunny,0
2022-12-28,S004,P0006,164,27.85,15,Cloudy,0
2022-12-28,S004,P0007,47,11.2,15,Cloudy,0
2022-12-28,S004,P0008,133,51.13,10,Cloudy,0
2022-12-28,S004,P0009,436,64.03,0,Rainy,1
2022-12-28,S004,P0010,309,50.95,20,Sunny,1
2022-12-28,S004,P0011,50,59.02,15,Snowy,0
2022-12-28,S004,P0012,88,14.28,10,Cloudy,0
2022-12-28,S004,P0013,138,88.09,15,Snowy,1
2022-12-28,S004,P0014,9,68.06,10,Snowy,1
2022-12-28,S004,P0015,50,90.36,10,Rainy,1
2022-12-28,S004,P0016,237,21.05,0,Sunny,0
2022-12-28,S004,P0017,20,97.34,20,Cloudy,0
2022-12-28,S004,P0018,83,55.2,10,Rainy,1
2022-12-28,S004,P0019,1,16.81,20,Sunny,1
2022-12-28,S004,P0020,122,11.79,0,Sunny,1
2022-12-28,S005,P0001,61,72.72,20,Sunny,1
2022-12-28,S005,P0002,45,72.63,5,Rainy,1
2022-12-28,S005,P0003,143,19.35,0,Sunny,1
2022-12-28,S005,P0004,28,89.86,10,Rainy,0
2022-12-28,S005,P0005,282,56.59,10,Snowy,0
2022-12-28,S005,P0006,141,71.46,0,Sunny,0
2022-12-28,S005,P0007,125,21.06,0,Sunny,1
2022-12-28,S005,P0008,228,19.23,15,Cloudy,1
2022-12-28,S005,P0009,86,21.03,20,Rainy,1
2022-12-28,S005,P0010,286,63.79,0,Sunny,0
2022-12-28,S005,P0011,298,98.18,5,Cloudy,0
2022-12-28,S005,P0012,90,63.05,5,Snowy,1
2022-12-28,S005,P0013,131,84.47,5,Sunny,0
2022-12-28,S005,P0014,27,96.27,15,Snowy,0
2022-12-28,S005,P0015,242,74.69,10,Sunny,0
2022-12-28,S005,P0016,239,32.41,0,Snowy,1
2022-12-28,S005,P0017,50,92.26,0,Rainy,0
2022-12-28,S005,P0018,53,91.14,10,Snowy,0
2022-12-28,S005,P0019,6,53.8,5,Sunny,0
2022-12-28,S005,P0020,257,49.25,15,Rainy,0
2022-12-29,S001,P0001,28,92.88,15,Snowy,0
2022-12-29,S001,P0002,151,42.86,20,Rainy,1
2022-12-29,S001,P0003,310,17.87,5,Cloudy,0
2022-12-29,S001,P0004,26,64.45,20,Rainy,0
2022-12-29,S001,P0005,85,82.63,0,Snowy,0
2022-12-29,S001,P0006,101,69.93,5,Snowy,0
2022-12-29,S001,P0007,193,72.58,10,Rainy,1
2022-12-29,S001,P0008,189,37.92,15,Cloudy,1
2022-12-29,S001,P0009,253,94.55,15,Cloudy,0
2022-12-29,S001,P0010,18,49.79,15,Cloudy,1
2022-12-29,S001,P0011,105,93.17,0,Snowy,1
2022-12-29,S001,P0012,148,71.9,0,Snowy,1
2022-12-29,S001,P0013,451,59.77,20,Rainy,1
2022-12-29,S001,P0014,87,74.59,0,Cloudy,0
2022-12-29,S001,P0015,160,56.43,20,Cloudy,0
2022-12-29,S001,P0016,20,23.13,15,Snowy,0
2022-12-29,S001,P0017,392,16.45,0,Cloudy,1
2022-12-29,S001,P0018,163,95.2,15,Cloudy,0
2022-12-29,S001,P0019,71,24.38,20,Cloudy,0
2022-12-29,S001,P0020,151,41.9,15,Sunny,0
2022-12-29,S002,P0001,29,75.92,10,Cloudy,1
2022-12-29,S002,P0002,105,84.31,15,Sunny,1
2022-12-29,S002,P0003,177,55.23,20,Snowy,0
2022-12-29,S002,P0004,59,46.65,5,Rainy,1
2022-12-29,S002,P0005,55,11.44,0,Rainy,1
2022-12-29,S002,P0006,32,82.86,10,Sunny,0
2022-12-29,S002,P0007,28,86.86,15,Cloudy,0
2022-12-29,S002,P0008,321,51.01,15,Sunny,0
2022-12-29,S002,P0009,476,81.63,5,Rainy,0
2022-12-29,S002,P0010,87,33.24,15,Snowy,1
2022-12-29,S002,P0011,62,47.91,20,Cloudy,1
2022-12-29,S002,P0012,28,52.82,15,Sunny,0
2022-12-29,S002,P0013,4,86.38,15,Rainy,0
2022-12-29,S002,P0014,28,53.94,20,Sunny,1
2022-12-29,S002,P0015,287,55.92,0,Cloudy,1
2022-12-29,S002,P0016,242,22.64,5,Sunny,0
2022-12-29,S002,P0017,328,12.92,20,Rainy,0
2022-12-29,S002,P0018,58,13.17,20,Cloudy,1
2022-12-29,S002,P0019,70,13.01,15,Sunny,1
2022-12-29,S002,P0020,39,35.93,15,Snowy,1
2022-12-29,S003,P0001,137,31.31,15,Cloudy,0
2022-12-29,S003,P0002,329,74.37,0,Rainy,1
2022-12-29,S003,P0003,137,57.58,15,Rainy,1
2022-12-29,S003,P0004,47,76.93,20,Cloudy,0
2022-12-29,S003,P0005,297,44.91,20,Sunny,0
2022-12-29,S003,P0006,180,72.8,20,Snowy,1
2022-12-29,S003,P0007,38,38.8,15,Sunny,1
2022-12-29,S003,P0008,46,97.48,0,Cloudy,0
2022-12-29,S003,P0009,60,66.02,15,Cloudy,0
2022-12-29,S003,P0010,54,91.95,15,Sunny,0
2022-12-29,S003,P0011,97,97.06,15,Snowy,0
2022-12-29,S003,P0012,76,13.25,5,Sunny,1
2022-12-29,S003,P0013,74,68.53,5,Sunny,0
2022-12-29,S003,P0014,255,15.38,5,Cloudy,0
2022-12-29,S003,P0015,224,13.66,15,Sunny,1
2022-12-29,S003,P0016,6,57.92,10,Snowy,0
2022-12-29,S003,P0017,50,14.13,15,Cloudy,0
2022-12-29,S003,P0018,133,70.86,0,Snowy,1
2022-12-29,S003,P0019,4,46.91,20,Snowy,0
2022-12-29,S003,P0020,222,70.2,10,Cloudy,1
2022-12-29,S004,P0001,20,84.86,10,Snowy,1
2022-12-29,S004,P0002,19,57.67,15,Sunny,1
2022-12-29,S004,P0003,166,50.19,15,Rainy,1
2022-12-29,S004,P0004,222,90.2,10,Snowy,1
2022-12-29,S004,P0005,77,65.68,10,Sunny,0
2022-12-29,S004,P0006,11,58.48,5,Cloudy,0
2022-12-29,S004,P0007,97,58.94,15,Cloudy,0
2022-12-29,S004,P0008,364,24.47,15,Snowy,0
2022-12-29,S004,P0009,229,88.49,10,Cloudy,1
2022-12-29,S004,P0010,100,55.1,5,Sunny,0
2022-12-29,S004,P0011,61,15.58,5,Snowy,0
2022-12-29,S004,P0012,31,21.01,0,Snowy,0
2022-12-29,S004,P0013,6,65.45,5,Cloudy,1
2022-12-29,S004,P0014,252,96.44,0,Rainy,0
2022-12-29,S004,P0015,52,19.24,0,Cloudy,0
2022-12-29,S004,P0016,153,90.82,0,Snowy,1
2022-12-29,S004,P0017,30,77.21,0,Rainy,0
2022-12-29,S004,P0018,237,23.28,15,Cloudy,0
2022-12-29,S004,P0019,97,46.93,5,Cloudy,1
2022-12-29,S004,P0020,58,16.36,5,Sunny,0
2022-12-29,S005,P0001,134,59.39,5,Sunny,1
2022-12-29,S005,P0002,328,25.06,0,Cloudy,1
2022-12-29,S005,P0003,22,50.08,15,Rainy,0
2022-12-29,S005,P0004,8,90.64,10,Cloudy,1
2022-12-29,S005,P0005,237,71.65,20,Snowy,0
2022-12-29,S005,P0006,2,13.68,0,Cloudy,0
2022-12-29,S005,P0007,232,99.59,20,Sunny,0
2022-12-29,S005,P0008,284,54.1,0,Sunny,0
2022-12-29,S005,P0009,91,38.99,0,Cloudy,0
2022-12-29,S005,P0010,116,77.56,20,Cloudy,1
2022-12-29,S005,P0011,198,12.64,20,Rainy,0
2022-12-29,S005,P0012,138,54.15,20,Rainy,0
2022-12-29,S005,P0013,16,79.04,15,Rainy,1
2022-12-29,S005,P0014,178,92,20,Rainy,1
2022-12-29,S005,P0015,361,73.62,0,Snowy,1
2022-12-29,S005,P0016,298,88.48,5,Rainy,1
2022-12-29,S005,P0017,392,97.51,15,Cloudy,1
2022-12-29,S005,P0018,286,25.36,20,Snowy,1
2022-12-29,S005,P0019,316,98.84,10,Snowy,0
2022-12-29,S005,P0020,107,12.98,10,Rainy,1
2022-12-30,S001,P0001,83,61.06,5,Cloudy,0
2022-12-30,S001,P0002,125,64.01,5,Cloudy,0
2022-12-30,S001,P0003,47,80.99,15,Sunny,0
2022-12-30,S001,P0004,74,21.05,5,Cloudy,1
2022-12-30,S001,P0005,146,43.32,10,Rainy,0
2022-12-30,S001,P0006,123,57.75,20,Cloudy,1
2022-12-30,S001,P0007,82,79.99,0,Snowy,1
2022-12-30,S001,P0008,91,25.88,5,Snowy,1
2022-12-30,S001,P0009,102,92.6,20,Snowy,0
2022-12-30,S001,P0010,102,40.5,20,Rainy,1
2022-12-30,S001,P0011,75,81.58,15,Cloudy,1
2022-12-30,S001,P0012,207,27.97,0,Sunny,1
2022-12-30,S001,P0013,196,76.84,20,Cloudy,1
2022-12-30,S001,P0014,456,95.5,0,Cloudy,0
2022-12-30,S001,P0015,381,26.82,20,Sunny,1
2022-12-30,S001,P0016,94,56.76,20,Cloudy,0
2022-12-30,S001,P0017,43,59.08,0,Cloudy,1
2022-12-30,S001,P0018,40,36.08,20,Sunny,1
2022-12-30,S001,P0019,45,47.03,10,Cloudy,0
2022-12-30,S001,P0020,168,77.71,5,Cloudy,1
2022-12-30,S002,P0001,116,52.64,5,Snowy,1
2022-12-30,S002,P0002,115,72.55,0,Sunny,0
2022-12-30,S002,P0003,1,48.51,20,Cloudy,1
2022-12-30,S002,P0004,58,13.38,5,Sunny,0
2022-12-30,S002,P0005,64,76.43,10,Snowy,1
2022-12-30,S002,P0006,71,11.38,0,Sunny,0
2022-12-30,S002,P0007,59,30.27,10,Rainy,1
2022-12-30,S002,P0008,21,61.03,15,Rainy,1
2022-12-30,S002,P0009,61,45.98,0,Snowy,0
2022-12-30,S002,P0010,40,75.7,20,Rainy,1
2022-12-30,S002,P0011,71,91.26,10,Rainy,0
2022-12-30,S002,P0012,147,66.53,0,Cloudy,0
2022-12-30,S002,P0013,46,42.31,10,Snowy,1
2022-12-30,S002,P0014,194,79.92,0,Snowy,0
2022-12-30,S002,P0015,93,61.67,10,Sunny,1
2022-12-30,S002,P0016,277,10.04,10,Rainy,1
2022-12-30,S002,P0017,78,25.37,10,Snowy,0
2022-12-30,S002,P0018,262,62.18,5,Rainy,0
2022-12-30,S002,P0019,116,10.81,5,Cloudy,0
2022-12-30,S002,P0020,372,95.95,20,Sunny,1
2022-12-30,S003,P0001,360,55.52,15,Sunny,1
2022-12-30,S003,P0002,35,97.71,0,Sunny,0
2022-12-30,S003,P0003,10,81.66,5,Cloudy,0
2022-12-30,S003,P0004,249,43.27,15,Snowy,0
2022-12-30,S003,P0005,234,65.52,10,Snowy,0
2022-12-30,S003,P0006,204,55.88,0,Rainy,0
2022-12-30,S003,P0007,230,46.67,15,Cloudy,1
2022-12-30,S003,P0008,114,68.45,15,Rainy,1
2022-12-30,S003,P0009,343,12.21,10,Rainy,1
2022-12-30,S003,P0010,19,73.35,15,Sunny,0
2022-12-30,S003,P0011,31,22.65,5,Rainy,0
2022-12-30,S003,P0012,159,66.08,20,Cloudy,1
2022-12-30,S003,P0013,164,64.11,15,Sunny,0
2022-12-30,S003,P0014,146,46.82,15,Sunny,0
2022-12-30,S003,P0015,183,26.06,0,Rainy,0
2022-12-30,S003,P0016,11,94.25,15,Cloudy,1
2022-12-30,S003,P0017,410,33.23,15,Snowy,0
2022-12-30,S003,P0018,73,47.18,20,Rainy,1
2022-12-30,S003,P0019,0,10.6,15,Sunny,1
2022-12-30,S003,P0020,93,55.89,0,Snowy,0
2022-12-30,S004,P0001,98,44.7,0,Rainy,1
